player,match_date,opponent,runs,balls,wickets,overs,runs_conceded
A Kumble,2008-05-05,Kings XI Punjab,3,7,0,0,0
DW Steyn,2008-05-05,Kings XI Punjab,1,3,0,0,0
SE Marsh,2008-05-05,Royal Challengers Bangalore,39,34,0,0,0
JR Hopes,2008-05-05,Royal Challengers Bangalore,5,4,0,0,0
RR Sarwan,2008-05-05,Royal Challengers Bangalore,31,29,0,0,0
Yuvraj Singh,2008-05-05,Royal Challengers Bangalore,1,4,0,0,0
DPMD Jayawardene,2008-05-05,Royal Challengers Bangalore,17,22,0,0,0
IK Pathan,2008-05-05,Royal Challengers Bangalore,17,17,0,0,0
S Sreesanth,2008-05-05,Royal Challengers Bangalore,0,0,2,4.0,16
IK Pathan,2008-05-05,Royal Challengers Bangalore,0,0,3,3.3,13
Gagandeep Singh,2008-05-05,Royal Challengers Bangalore,0,0,0,3.0,28
VRV Singh,2008-05-05,Royal Challengers Bangalore,0,0,2,4.0,33
PP Chawla,2008-05-05,Royal Challengers Bangalore,0,0,3,4.0,25
JR Hopes,2008-05-05,Royal Challengers Bangalore,0,0,0,1.0,11
DW Steyn,2008-05-05,Kings XI Punjab,0,0,0,4.0,20
Z Khan,2008-05-05,Kings XI Punjab,0,0,2,4.0,30
P Kumar,2008-05-05,Kings XI Punjab,0,0,2,4.0,22
JH Kallis,2008-05-05,Kings XI Punjab,0,0,0,3.0,19
A Kumble,2008-05-05,Kings XI Punjab,0,0,0,3.3,36
PA Patel,2008-05-06,Deccan Chargers,4,6,0,0,0
S Anirudha,2008-05-06,Deccan Chargers,1,7,0,0,0
SP Fleming,2008-05-06,Deccan Chargers,14,16,0,0,0
SK Raina,2008-05-06,Deccan Chargers,32,21,0,0,0
S Badrinath,2008-05-06,Deccan Chargers,0,4,0,0,0
MS Dhoni,2008-05-06,Deccan Chargers,23,31,0,0,0
JA Morkel,2008-05-06,Deccan Chargers,29,19,0,0,0
Joginder Sharma,2008-05-06,Deccan Chargers,16,10,0,0,0
MS Gony,2008-05-06,Deccan Chargers,15,6,0,0,0
AC Gilchrist,2008-05-06,Chennai Super Kings,54,36,0,0,0
HH Gibbs,2008-05-06,Chennai Super Kings,10,10,0,0,0
SB Styris,2008-05-06,Chennai Super Kings,36,41,0,0,0
RG Sharma,2008-05-06,Chennai Super Kings,23,17,0,0,0
Shahid Afridi,2008-05-06,Chennai Super Kings,20,6,0,0,0
DP Vijaykumar,2008-05-06,Chennai Super Kings,0,0,1,3.0,18
RP Singh,2008-05-06,Chennai Super Kings,0,0,2,3.0,16
SB Styris,2008-05-06,Chennai Super Kings,0,0,1,3.0,24
Shahid Afridi,2008-05-06,Chennai Super Kings,0,0,1,3.0,28
SB Bangar,2008-05-06,Chennai Super Kings,0,0,1,4.0,36
PP Ojha,2008-05-06,Chennai Super Kings,0,0,1,4.0,22
M Ntini,2008-05-06,Deccan Chargers,0,0,0,4.0,37
MS Gony,2008-05-06,Deccan Chargers,0,0,1,3.0,15
JA Morkel,2008-05-06,Deccan Chargers,0,0,1,4.0,26
Joginder Sharma,2008-05-06,Deccan Chargers,0,0,0,3.0,45
M Muralitharan,2008-05-06,Deccan Chargers,0,0,1,4.0,25
GC Smith,2008-05-07,Mumbai Indians,5,9,0,0,0
SA Asnodkar,2008-05-07,Mumbai Indians,39,36,0,0,0
YK Pathan,2008-05-07,Mumbai Indians,1,3,0,0,0
SR Watson,2008-05-07,Mumbai Indians,32,20,0,0,0
M Kaif,2008-05-07,Mumbai Indians,4,7,0,0,0
RA Jadeja,2008-05-07,Mumbai Indians,0,1,0,0,0
SK Warne,2008-05-07,Mumbai Indians,7,7,0,0,0
Sohail Tanvir,2008-05-07,Mumbai Indians,6,6,0,0,0
M Rawat,2008-05-07,Mumbai Indians,1,5,0,0,0
SK Trivedi,2008-05-07,Mumbai Indians,1,3,0,0,0
MM Patel,2008-05-07,Mumbai Indians,0,1,0,0,0
YV Takawale,2008-05-07,Rajasthan Royals,27,32,0,0,0
ST Jayasuriya,2008-05-07,Rajasthan Royals,18,20,0,0,0
RV Uthappa,2008-05-07,Rajasthan Royals,34,21,0,0,0
DJ Bravo,2008-05-07,Rajasthan Royals,1,5,0,0,0
AM Nayar,2008-05-07,Rajasthan Royals,12,13,0,0,0
SM Pollock,2008-05-07,Rajasthan Royals,0,0,1,3.0,19
A Nehra,2008-05-07,Rajasthan Royals,0,0,3,3.0,13
DS Kulkarni,2008-05-07,Rajasthan Royals,0,0,2,3.0,21
DJ Bravo,2008-05-07,Rajasthan Royals,0,0,2,2.3,14
ST Jayasuriya,2008-05-07,Rajasthan Royals,0,0,0,2.0,17
RR Raje,2008-05-07,Rajasthan Royals,0,0,2,3.0,19
Sohail Tanvir,2008-05-07,Mumbai Indians,0,0,0,3.2,13
MM Patel,2008-05-07,Mumbai Indians,0,0,0,3.0,22
SK Trivedi,2008-05-07,Mumbai Indians,0,0,0,3.0,24
SR Watson,2008-05-07,Mumbai Indians,0,0,2,4.0,26
SK Warne,2008-05-07,Mumbai Indians,0,0,1,2.0,19
G Gambhir,2008-05-08,Chennai Super Kings,80,49,0,0,0
V Sehwag,2008-05-08,Chennai Super Kings,23,18,0,0,0
AB de Villiers,2008-05-08,Chennai Super Kings,0,1,0,0,0
S Dhawan,2008-05-08,Chennai Super Kings,59,46,0,0,0
Shoaib Malik,2008-05-08,Chennai Super Kings,2,3,0,0,0
KD Karthik,2008-05-08,Chennai Super Kings,6,3,0,0,0
MK Tiwary,2008-05-08,Chennai Super Kings,5,2,0,0,0
S Vidyut,2008-05-08,Delhi Daredevils,40,23,0,0,0
SP Fleming,2008-05-08,Delhi Daredevils,44,28,0,0,0
MS Dhoni,2008-05-08,Delhi Daredevils,33,33,0,0,0
SK Raina,2008-05-08,Delhi Daredevils,1,2,0,0,0
JA Morkel,2008-05-08,Delhi Daredevils,30,15,0,0,0
CK Kapugedera,2008-05-08,Delhi Daredevils,8,9,0,0,0
MS Gony,2008-05-08,Delhi Daredevils,13,5,0,0,0
S Badrinath,2008-05-08,Delhi Daredevils,8,5,0,0,0
MS Gony,2008-05-08,Delhi Daredevils,0,0,1,4.0,37
JA Morkel,2008-05-08,Delhi Daredevils,0,0,2,4.0,35
M Muralitharan,2008-05-08,Delhi Daredevils,0,0,0,4.0,28
P Amarnath,2008-05-08,Delhi Daredevils,0,0,0,3.0,36
L Balaji,2008-05-08,Delhi Daredevils,0,0,2,4.0,36
CK Kapugedera,2008-05-08,Delhi Daredevils,0,0,0,1.0,15
GD McGrath,2008-05-08,Chennai Super Kings,0,0,1,4.0,24
Mohammad Asif,2008-05-08,Chennai Super Kings,0,0,1,4.0,35
VY Mahesh,2008-05-08,Chennai Super Kings,0,0,2,4.0,41
PJ Sangwan,2008-05-08,Chennai Super Kings,0,0,2,4.0,30
Shoaib Malik,2008-05-08,Chennai Super Kings,0,0,0,2.0,28
V Sehwag,2008-05-08,Chennai Super Kings,0,0,0,2.0,30
A Chopra,2008-05-08,Royal Challengers Bangalore,2,5,0,0,0
BJ Hodge,2008-05-08,Royal Challengers Bangalore,10,11,0,0,0
SC Ganguly,2008-05-08,Royal Challengers Bangalore,20,22,0,0,0
DJ Hussey,2008-05-08,Royal Challengers Bangalore,26,12,0,0,0
T Taibu,2008-05-08,Royal Challengers Bangalore,15,12,0,0,0
LR Shukla,2008-05-08,Royal Challengers Bangalore,11,9,0,0,0
M Kartik,2008-05-08,Royal Challengers Bangalore,17,13,0,0,0
WP Saha,2008-05-08,Royal Challengers Bangalore,17,10,0,0,0
Umar Gul,2008-05-08,Royal Challengers Bangalore,6,2,0,0,0
J Arunkumar,2008-05-08,Kolkata Knight Riders,22,17,0,0,0
S Chanderpaul,2008-05-08,Kolkata Knight Riders,7,11,0,0,0
MV Boucher,2008-05-08,Kolkata Knight Riders,50,40,0,0,0
R Dravid,2008-05-08,Kolkata Knight Riders,5,11,0,0,0
CL White,2008-05-08,Kolkata Knight Riders,30,16,0,0,0
P Kumar,2008-05-08,Kolkata Knight Riders,4,2,0,0,0
DW Steyn,2008-05-08,Kolkata Knight Riders,0,0,3,4.0,28
Z Khan,2008-05-08,Kolkata Knight Riders,0,0,1,3.0,27
P Kumar,2008-05-08,Kolkata Knight Riders,0,0,1,3.0,37
R Vinay Kumar,2008-05-08,Kolkata Knight Riders,0,0,1,3.0,15
A Kumble,2008-05-08,Kolkata Knight Riders,0,0,1,3.0,22
AB Dinda,2008-05-08,Royal Challengers Bangalore,0,0,0,3.0,20
I Sharma,2008-05-08,Royal Challengers Bangalore,0,0,1,4.0,25
Umar Gul,2008-05-08,Royal Challengers Bangalore,0,0,1,3.0,31
SC Ganguly,2008-05-08,Royal Challengers Bangalore,0,0,1,3.0,8
M Kartik,2008-05-08,Royal Challengers Bangalore,0,0,1,2.0,25
LR Shukla,2008-05-08,Royal Challengers Bangalore,0,0,0,1.0,15
AC Gilchrist,2008-05-09,Rajasthan Royals,61,49,0,0,0
HH Gibbs,2008-05-09,Rajasthan Royals,19,20,0,0,0
SB Styris,2008-05-09,Rajasthan Royals,13,11,0,0,0
RG Sharma,2008-05-09,Rajasthan Royals,5,8,0,0,0
Shahid Afridi,2008-05-09,Rajasthan Royals,1,3,0,0,0
SB Bangar,2008-05-09,Rajasthan Royals,3,6,0,0,0
DB Ravi Teja,2008-05-09,Rajasthan Royals,6,8,0,0,0
Y Venugopal Rao,2008-05-09,Rajasthan Royals,23,11,0,0,0
RP Singh,2008-05-09,Rajasthan Royals,2,3,0,0,0
PP Ojha,2008-05-09,Rajasthan Royals,1,2,0,0,0
GC Smith,2008-05-09,Deccan Chargers,40,43,0,0,0
YK Pathan,2008-05-09,Deccan Chargers,68,37,0,0,0
M Kaif,2008-05-09,Deccan Chargers,17,14,0,0,0
SR Watson,2008-05-09,Deccan Chargers,5,2,0,0,0
Sohail Tanvir,2008-05-09,Deccan Chargers,0,0,1,4.0,41
SR Watson,2008-05-09,Deccan Chargers,0,0,1,3.0,23
MM Patel,2008-05-09,Deccan Chargers,0,0,1,4.0,28
SK Warne,2008-05-09,Deccan Chargers,0,0,2,4.0,20
YK Pathan,2008-05-09,Deccan Chargers,0,0,1,2.0,19
SK Trivedi,2008-05-09,Deccan Chargers,0,0,2,3.0,9
DP Vijaykumar,2008-05-09,Rajasthan Royals,0,0,0,1.0,10
RP Singh,2008-05-09,Rajasthan Royals,0,0,1,4.0,24
SB Styris,2008-05-09,Rajasthan Royals,0,0,0,2.0,14
PP Ojha,2008-05-09,Rajasthan Royals,0,0,1,4.0,47
Shahid Afridi,2008-05-09,Rajasthan Royals,0,0,0,2.0,11
SB Bangar,2008-05-09,Rajasthan Royals,0,0,0,2.0,20
Y Venugopal Rao,2008-05-09,Rajasthan Royals,0,0,0,1.0,15
MV Boucher,2008-05-28,Mumbai Indians,18,15,0,0,0
SP Goswami,2008-05-28,Mumbai Indians,20,24,0,0,0
Misbah-ul-Haq,2008-05-28,Mumbai Indians,0,1,0,0,0
R Dravid,2008-05-28,Mumbai Indians,11,16,0,0,0
CL White,2008-05-28,Mumbai Indians,26,20,0,0,0
V Kohli,2008-05-28,Mumbai Indians,0,1,0,0,0
B Akhil,2008-05-28,Mumbai Indians,5,4,0,0,0
P Kumar,2008-05-28,Mumbai Indians,8,11,0,0,0
R Vinay Kumar,2008-05-28,Mumbai Indians,23,17,0,0,0
ST Jayasuriya,2008-05-28,Royal Challengers Bangalore,54,37,0,0,0
SR Tendulkar,2008-05-28,Royal Challengers Bangalore,40,43,0,0,0
RV Uthappa,2008-05-28,Royal Challengers Bangalore,19,16,0,0,0
SM Pollock,2008-05-28,Royal Challengers Bangalore,0,0,0,4.0,23
A Nehra,2008-05-28,Royal Challengers Bangalore,0,0,1,3.0,21
CRD Fernando,2008-05-28,Royal Challengers Bangalore,0,0,5,4.0,18
DS Kulkarni,2008-05-28,Royal Challengers Bangalore,0,0,0,3.0,34
DR Smith,2008-05-28,Royal Challengers Bangalore,0,0,3,4.0,26
A Kumble,2008-05-28,Mumbai Indians,0,0,0,4.0,45
DW Steyn,2008-05-28,Mumbai Indians,0,0,1,4.0,15
P Kumar,2008-05-28,Mumbai Indians,0,0,0,2.0,21
R Vinay Kumar,2008-05-28,Mumbai Indians,0,0,0,3.0,25
B Akhil,2008-05-28,Mumbai Indians,0,0,0,3.0,20
S Vidyut,2008-05-10,Kings XI Punjab,8,4,0,0,0
SK Raina,2008-05-10,Kings XI Punjab,26,17,0,0,0
SP Fleming,2008-05-10,Kings XI Punjab,1,4,0,0,0
S Badrinath,2008-05-10,Kings XI Punjab,64,47,0,0,0
MS Dhoni,2008-05-10,Kings XI Punjab,60,43,0,0,0
JA Morkel,2008-05-10,Kings XI Punjab,7,6,0,0,0
SE Marsh,2008-05-10,Chennai Super Kings,58,38,0,0,0
JR Hopes,2008-05-10,Chennai Super Kings,14,7,0,0,0
K Goel,2008-05-10,Chennai Super Kings,1,7,0,0,0
RR Sarwan,2008-05-10,Chennai Super Kings,20,22,0,0,0
Yuvraj Singh,2008-05-10,Chennai Super Kings,2,5,0,0,0
IK Pathan,2008-05-10,Chennai Super Kings,40,18,0,0,0
DPMD Jayawardene,2008-05-10,Chennai Super Kings,8,6,0,0,0
PP Chawla,2008-05-10,Chennai Super Kings,17,15,0,0,0
VRV Singh,2008-05-10,Chennai Super Kings,0,1,0,0,0
U Kaul,2008-05-10,Chennai Super Kings,0,1,0,0,0
S Sreesanth,2008-05-10,Chennai Super Kings,0,0,2,4.0,30
IK Pathan,2008-05-10,Chennai Super Kings,0,0,0,4.0,33
VRV Singh,2008-05-10,Chennai Super Kings,0,0,1,4.0,36
PP Chawla,2008-05-10,Chennai Super Kings,0,0,1,3.0,36
JR Hopes,2008-05-10,Chennai Super Kings,0,0,0,4.0,38
Yuvraj Singh,2008-05-10,Chennai Super Kings,0,0,0,1.0,8
MS Gony,2008-05-10,Kings XI Punjab,0,0,1,4.0,38
JA Morkel,2008-05-10,Kings XI Punjab,0,0,1,4.0,25
P Amarnath,2008-05-10,Kings XI Punjab,0,0,1,3.0,35
CK Kapugedera,2008-05-10,Kings XI Punjab,0,0,0,1.0,8
M Muralitharan,2008-05-10,Kings XI Punjab,0,0,1,4.0,32
L Balaji,2008-05-10,Kings XI Punjab,0,0,5,4.0,25
Salman Butt,2008-05-11,Deccan Chargers,4,4,0,0,0
SC Ganguly,2008-05-11,Deccan Chargers,91,57,0,0,0
A Chopra,2008-05-11,Deccan Chargers,24,23,0,0,0
DJ Hussey,2008-05-11,Deccan Chargers,57,29,0,0,0
T Taibu,2008-05-11,Deccan Chargers,9,5,0,0,0
LR Shukla,2008-05-11,Deccan Chargers,14,3,0,0,0
AC Gilchrist,2008-05-11,Kolkata Knight Riders,24,17,0,0,0
HH Gibbs,2008-05-11,Kolkata Knight Riders,5,7,0,0,0
DB Ravi Teja,2008-05-11,Kolkata Knight Riders,10,7,0,0,0
SB Styris,2008-05-11,Kolkata Knight Riders,5,11,0,0,0
RG Sharma,2008-05-11,Kolkata Knight Riders,33,24,0,0,0
Y Venugopal Rao,2008-05-11,Kolkata Knight Riders,71,42,0,0,0
SB Bangar,2008-05-11,Kolkata Knight Riders,2,4,0,0,0
WPUJC Vaas,2008-05-11,Kolkata Knight Riders,9,8,0,0,0
RP Singh,2008-05-11,Kolkata Knight Riders,6,4,0,0,0
WPUJC Vaas,2008-05-11,Kolkata Knight Riders,0,0,1,3.0,36
DP Vijaykumar,2008-05-11,Kolkata Knight Riders,0,0,1,3.0,21
SB Styris,2008-05-11,Kolkata Knight Riders,0,0,0,3.0,28
RP Singh,2008-05-11,Kolkata Knight Riders,0,0,1,4.0,59
Y Venugopal Rao,2008-05-11,Kolkata Knight Riders,0,0,1,4.0,24
SB Bangar,2008-05-11,Kolkata Knight Riders,0,0,0,1.0,10
PP Ojha,2008-05-11,Kolkata Knight Riders,0,0,0,2.0,26
AB Dinda,2008-05-11,Deccan Chargers,0,0,3,4.0,33
I Sharma,2008-05-11,Deccan Chargers,0,0,0,3.0,28
Umar Gul,2008-05-11,Deccan Chargers,0,0,1,4.0,47
SC Ganguly,2008-05-11,Deccan Chargers,0,0,2,4.0,26
M Kartik,2008-05-11,Deccan Chargers,0,0,0,3.0,31
LR Shukla,2008-05-11,Deccan Chargers,0,0,1,2.0,16
G Gambhir,2008-05-11,Rajasthan Royals,31,23,0,0,0
V Sehwag,2008-05-11,Rajasthan Royals,17,20,0,0,0
S Dhawan,2008-05-11,Rajasthan Royals,3,3,0,0,0
AB de Villiers,2008-05-11,Rajasthan Royals,20,22,0,0,0
KD Karthik,2008-05-11,Rajasthan Royals,13,15,0,0,0
TM Dilshan,2008-05-11,Rajasthan Royals,18,15,0,0,0
A Mishra,2008-05-11,Rajasthan Royals,4,5,0,0,0
MF Maharoof,2008-05-11,Rajasthan Royals,39,16,0,0,0
VY Mahesh,2008-05-11,Rajasthan Royals,0,1,0,0,0
YK Pathan,2008-05-11,Delhi Daredevils,8,13,0,0,0
GC Smith,2008-05-11,Delhi Daredevils,24,27,0,0,0
M Kaif,2008-05-11,Delhi Daredevils,1,5,0,0,0
SR Watson,2008-05-11,Delhi Daredevils,74,40,0,0,0
RA Jadeja,2008-05-11,Delhi Daredevils,6,6,0,0,0
AD Mascarenhas,2008-05-11,Delhi Daredevils,9,8,0,0,0
SK Warne,2008-05-11,Delhi Daredevils,11,12,0,0,0
NK Patel,2008-05-11,Delhi Daredevils,4,2,0,0,0
M Rawat,2008-05-11,Delhi Daredevils,5,4,0,0,0
AD Mascarenhas,2008-05-11,Delhi Daredevils,0,0,2,4.0,31
SR Watson,2008-05-11,Delhi Daredevils,0,0,2,4.0,24
MM Patel,2008-05-11,Delhi Daredevils,0,0,1,4.0,25
SK Trivedi,2008-05-11,Delhi Daredevils,0,0,2,4.0,29
SK Warne,2008-05-11,Delhi Daredevils,0,0,0,4.0,47
GD McGrath,2008-05-11,Rajasthan Royals,0,0,1,4.0,12
MF Maharoof,2008-05-11,Rajasthan Royals,0,0,3,4.0,24
PJ Sangwan,2008-05-11,Rajasthan Royals,0,0,0,4.0,37
VY Mahesh,2008-05-11,Rajasthan Royals,0,0,0,2.2,38
A Mishra,2008-05-11,Rajasthan Royals,0,0,2,2.8,27
V Sehwag,2008-05-11,Rajasthan Royals,0,0,1,2.0,21
J Arunkumar,2008-05-12,Kings XI Punjab,1,3,0,0,0
V Kohli,2008-05-12,Kings XI Punjab,21,22,0,0,0
Misbah-ul-Haq,2008-05-12,Kings XI Punjab,21,8,0,0,0
R Dravid,2008-05-12,Kings XI Punjab,29,26,0,0,0
CL White,2008-05-12,Kings XI Punjab,10,14,0,0,0
MV Boucher,2008-05-12,Kings XI Punjab,39,32,0,0,0
P Kumar,2008-05-12,Kings XI Punjab,5,7,0,0,0
R Vinay Kumar,2008-05-12,Kings XI Punjab,1,3,0,0,0
Z Khan,2008-05-12,Kings XI Punjab,1,4,0,0,0
A Kumble,2008-05-12,Kings XI Punjab,0,1,0,0,0
SE Marsh,2008-05-12,Royal Challengers Bangalore,74,51,0,0,0
JR Hopes,2008-05-12,Royal Challengers Bangalore,27,19,0,0,0
LA Pomersbach,2008-05-12,Royal Challengers Bangalore,34,24,0,0,0
S Sreesanth,2008-05-12,Royal Challengers Bangalore,0,0,3,4.0,30
IK Pathan,2008-05-12,Royal Challengers Bangalore,0,0,2,4.0,28
PP Chawla,2008-05-12,Royal Challengers Bangalore,0,0,2,4.0,33
VRV Singh,2008-05-12,Royal Challengers Bangalore,0,0,1,4.0,16
Yuvraj Singh,2008-05-12,Royal Challengers Bangalore,0,0,0,2.0,14
JR Hopes,2008-05-12,Royal Challengers Bangalore,0,0,0,2.0,22
DW Steyn,2008-05-12,Kings XI Punjab,0,0,0,2.0,33
Z Khan,2008-05-12,Kings XI Punjab,0,0,0,4.0,36
P Kumar,2008-05-12,Kings XI Punjab,0,0,0,2.7,15
R Vinay Kumar,2008-05-12,Kings XI Punjab,0,0,1,2.0,11
A Kumble,2008-05-12,Kings XI Punjab,0,0,0,4.0,40
V Kohli,2008-05-12,Kings XI Punjab,0,0,0,1.0,9
Salman Butt,2008-05-13,Delhi Daredevils,48,44,0,0,0
A Chopra,2008-05-13,Delhi Daredevils,13,17,0,0,0
SC Ganguly,2008-05-13,Delhi Daredevils,7,4,0,0,0
DJ Hussey,2008-05-13,Delhi Daredevils,31,31,0,0,0
T Taibu,2008-05-13,Delhi Daredevils,7,9,0,0,0
LR Shukla,2008-05-13,Delhi Daredevils,10,8,0,0,0
WP Saha,2008-05-13,Delhi Daredevils,5,6,0,0,0
Iqbal Abdulla,2008-05-13,Delhi Daredevils,1,2,0,0,0
G Gambhir,2008-05-13,Kolkata Knight Riders,10,7,0,0,0
V Sehwag,2008-05-13,Kolkata Knight Riders,0,1,0,0,0
AB de Villiers,2008-05-13,Kolkata Knight Riders,7,12,0,0,0
MK Tiwary,2008-05-13,Kolkata Knight Riders,9,7,0,0,0
TM Dilshan,2008-05-13,Kolkata Knight Riders,25,19,0,0,0
S Dhawan,2008-05-13,Kolkata Knight Riders,7,10,0,0,0
A Mishra,2008-05-13,Kolkata Knight Riders,31,32,0,0,0
MF Maharoof,2008-05-13,Kolkata Knight Riders,10,12,0,0,0
VY Mahesh,2008-05-13,Kolkata Knight Riders,3,6,0,0,0
PJ Sangwan,2008-05-13,Kolkata Knight Riders,0,1,0,0,0
GD McGrath,2008-05-13,Kolkata Knight Riders,0,0,0,4.0,24
PJ Sangwan,2008-05-13,Kolkata Knight Riders,0,0,2,4.0,29
VY Mahesh,2008-05-13,Kolkata Knight Riders,0,0,2,4.0,34
MF Maharoof,2008-05-13,Kolkata Knight Riders,0,0,2,4.0,25
A Mishra,2008-05-13,Kolkata Knight Riders,0,0,0,3.0,14
V Sehwag,2008-05-13,Kolkata Knight Riders,0,0,0,1.0,7
Shoaib Akhtar,2008-05-13,Delhi Daredevils,0,0,4,3.0,11
I Sharma,2008-05-13,Delhi Daredevils,0,0,0,3.0,18
AB Dinda,2008-05-13,Delhi Daredevils,0,0,2,4.0,30
SC Ganguly,2008-05-13,Delhi Daredevils,0,0,0,4.0,23
Iqbal Abdulla,2008-05-13,Delhi Daredevils,0,0,1,3.0,22
LR Shukla,2008-05-13,Delhi Daredevils,0,0,3,0.8,6
S Vidyut,2008-05-14,Mumbai Indians,16,11,0,0,0
SP Fleming,2008-05-14,Mumbai Indians,26,29,0,0,0
SK Raina,2008-05-14,Mumbai Indians,1,6,0,0,0
S Badrinath,2008-05-14,Mumbai Indians,53,33,0,0,0
CK Kapugedera,2008-05-14,Mumbai Indians,0,2,0,0,0
MS Dhoni,2008-05-14,Mumbai Indians,43,35,0,0,0
JA Morkel,2008-05-14,Mumbai Indians,5,4,0,0,0
ST Jayasuriya,2008-05-14,Chennai Super Kings,114,48,0,0,0
SR Tendulkar,2008-05-14,Chennai Super Kings,12,16,0,0,0
RV Uthappa,2008-05-14,Chennai Super Kings,16,19,0,0,0
SM Pollock,2008-05-14,Chennai Super Kings,0,0,1,4.0,9
A Nehra,2008-05-14,Chennai Super Kings,0,0,0,4.0,32
DJ Bravo,2008-05-14,Chennai Super Kings,0,0,2,4.0,38
DS Kulkarni,2008-05-14,Chennai Super Kings,0,0,3,4.0,33
RR Raje,2008-05-14,Chennai Super Kings,0,0,0,3.0,34
DJ Thornely,2008-05-14,Chennai Super Kings,0,0,0,1.0,10
MS Gony,2008-05-14,Mumbai Indians,0,0,0,3.0,31
JA Morkel,2008-05-14,Mumbai Indians,0,0,0,3.0,47
L Balaji,2008-05-14,Mumbai Indians,0,0,0,2.0,9
Joginder Sharma,2008-05-14,Mumbai Indians,0,0,1,3.0,25
M Muralitharan,2008-05-14,Mumbai Indians,0,0,0,2.0,20
CK Kapugedera,2008-05-14,Mumbai Indians,0,0,0,0.8,26
SE Marsh,2008-05-28,Rajasthan Royals,115,69,0,0,0
JR Hopes,2008-05-28,Rajasthan Royals,51,35,0,0,0
Yuvraj Singh,2008-05-28,Rajasthan Royals,49,16,0,0,0
LA Pomersbach,2008-05-28,Rajasthan Royals,1,1,0,0,0
M Kaif,2008-05-28,Kings XI Punjab,1,5,0,0,0
NK Patel,2008-05-28,Kings XI Punjab,57,39,0,0,0
Younis Khan,2008-05-28,Kings XI Punjab,3,7,0,0,0
SR Watson,2008-05-28,Kings XI Punjab,22,19,0,0,0
YK Pathan,2008-05-28,Kings XI Punjab,39,15,0,0,0
Kamran Akmal,2008-05-28,Kings XI Punjab,24,8,0,0,0
M Rawat,2008-05-28,Kings XI Punjab,23,19,0,0,0
D Salunkhe,2008-05-28,Kings XI Punjab,6,3,0,0,0
Pankaj Singh,2008-05-28,Kings XI Punjab,1,5,0,0,0
MM Patel,2008-05-28,Kings XI Punjab,0,0,0,4.0,37
SR Watson,2008-05-28,Kings XI Punjab,0,0,2,4.0,41
Pankaj Singh,2008-05-28,Kings XI Punjab,0,0,0,3.0,48
D Salunkhe,2008-05-28,Kings XI Punjab,0,0,0,3.0,23
SK Trivedi,2008-05-28,Kings XI Punjab,0,0,0,4.0,48
YK Pathan,2008-05-28,Kings XI Punjab,0,0,1,2.0,24
IK Pathan,2008-05-28,Rajasthan Royals,0,0,1,4.0,10
S Sreesanth,2008-05-28,Rajasthan Royals,0,0,1,3.0,44
JR Hopes,2008-05-28,Rajasthan Royals,0,0,2,3.0,31
RR Powar,2008-05-28,Rajasthan Royals,0,0,0,1.0,8
VRV Singh,2008-05-28,Rajasthan Royals,0,0,0,4.0,32
PP Chawla,2008-05-28,Rajasthan Royals,0,0,3,4.0,35
Yuvraj Singh,2008-05-28,Rajasthan Royals,0,0,0,1.0,20
G Gambhir,2008-05-15,Deccan Chargers,79,48,0,0,0
V Sehwag,2008-05-15,Deccan Chargers,0,2,0,0,0
S Dhawan,2008-05-15,Deccan Chargers,68,52,0,0,0
MF Maharoof,2008-05-15,Deccan Chargers,19,11,0,0,0
TM Dilshan,2008-05-15,Deccan Chargers,16,6,0,0,0
MK Tiwary,2008-05-15,Deccan Chargers,4,1,0,0,0
AC Gilchrist,2008-05-15,Delhi Daredevils,14,9,0,0,0
Shahid Afridi,2008-05-15,Delhi Daredevils,33,14,0,0,0
HH Gibbs,2008-05-15,Delhi Daredevils,22,22,0,0,0
RG Sharma,2008-05-15,Delhi Daredevils,35,18,0,0,0
SB Styris,2008-05-15,Delhi Daredevils,29,28,0,0,0
Y Venugopal Rao,2008-05-15,Delhi Daredevils,34,18,0,0,0
DB Ravi Teja,2008-05-15,Delhi Daredevils,9,5,0,0,0
RP Singh,2008-05-15,Delhi Daredevils,1,2,0,0,0
PP Ojha,2008-05-15,Delhi Daredevils,0,1,0,0,0
PM Sarvesh Kumar,2008-05-15,Delhi Daredevils,1,2,0,0,0
DP Vijaykumar,2008-05-15,Delhi Daredevils,1,1,0,0,0
DP Vijaykumar,2008-05-15,Delhi Daredevils,0,0,1,4.0,24
RP Singh,2008-05-15,Delhi Daredevils,0,0,1,4.0,51
PM Sarvesh Kumar,2008-05-15,Delhi Daredevils,0,0,0,3.0,24
SB Styris,2008-05-15,Delhi Daredevils,0,0,0,4.0,33
Y Venugopal Rao,2008-05-15,Delhi Daredevils,0,0,0,2.0,23
Shahid Afridi,2008-05-15,Delhi Daredevils,0,0,0,1.0,18
PP Ojha,2008-05-15,Delhi Daredevils,0,0,2,2.0,21
GD McGrath,2008-05-15,Deccan Chargers,0,0,2,4.0,43
Mohammad Asif,2008-05-15,Deccan Chargers,0,0,0,4.0,51
MF Maharoof,2008-05-15,Deccan Chargers,0,0,2,4.0,39
A Mishra,2008-05-15,Deccan Chargers,0,0,5,4.0,17
R Bhatia,2008-05-15,Deccan Chargers,0,0,0,4.0,32
Salman Butt,2008-05-16,Mumbai Indians,13,13,0,0,0
